ID,datum oddaje,vmesna postaja,teza
3053,10/17/2018,4/14/2019,14.38
3054,10/6/2018,9/16/2018,5.44
3055,6/14/2018,6/7/2018,9.22
3056,5/28/2018,10/14/2018,5.59
3057,4/14/2018,12/3/2017,8.69
3058,11/27/2018,10/19/2017,5.71
3059,11/16/2018,4/3/2019,8.61
3060,7/7/2018,8/22/2017,13.84
3061,7/5/2018,11/5/2017,19.12
3062,9/3/2018,8/26/2018,0.39
3063,2/3/2018,8/27/2017,17.56
3064,8/8/2018,9/8/2017,4.04
3065,7/13/2018,2/15/2019,0.63
3066,10/22/2018,11/10/2018,13.27
3067,2/24/2018,4/20/2018,7.69
3068,2/22/2018,12/30/2018,19.40
3069,6/29/2018,9/30/2018,14.28
3070,7/4/2018,2/19/2019,16.30
3071,1/13/2018,4/29/2018,9.72
3072,3/19/2018,11/8/2018,14.88
3073,7/7/2018,9/2/2017,1.57
3074,7/12/2018,2/6/2018,15.30
3075,2/14/2018,6/22/2017,4.22
3076,10/1/2018,11/12/2018,4.07
3077,6/20/2018,9/4/2017,18.48
3078,1/8/2018,11/18/2018,1.68
3079,4/12/2018,11/21/2018,18.22
3080,5/15/2018,12/14/2018,16.88
3081,10/12/2018,10/14/2017,4.02
3082,7/25/2018,11/30/2018,2.63
3083,11/19/2018,7/18/2017,13.44
3084,11/26/2018,1/11/2019,13.78
3085,1/28/2018,8/2/2018,18.82
3086,11/1/2018,3/13/2019,13.10
3087,6/17/2018,6/10/2017,13.60
3088,10/12/2018,6/24/2018,1.11
3089,10/8/2018,6/5/2018,5.10
3090,1/31/2018,12/12/2017,17.07
3091,2/20/2018,4/28/2019,13.75
3092,10/17/2018,11/27/2017,5.57
3093,9/10/2018,5/30/2018,1.02
3094,1/31/2018,4/19/2019,17.36
3095,6/9/2018,11/8/2017,6.42
3096,11/16/2018,1/7/2018,16.50
3097,5/17/2018,9/16/2018,12.22
3098,5/9/2018,7/28/2017,7.37
3099,9/10/2018,7/2/2017,13.27
3100,5/19/2018,4/15/2019,17.74
3101,6/13/2018,6/15/2017,4.39
3102,11/13/2018,11/10/2018,11.75
3103,5/4/2018,1/1/2019,18.63
3104,11/20/2018,2/19/2019,12.07
3105,9/19/2018,1/8/2018,12.88
3106,2/19/2018,2/14/2018,5.59
3107,10/5/2018,3/22/2018,11.07
3108,7/8/2018,4/26/2019,0.40
3109,8/23/2018,5/5/2018,4.09
3110,6/26/2018,11/6/2017,17.05
3111,3/4/2018,1/8/2018,3.80
3112,10/15/2018,3/2/2019,1.20
3113,1/29/2018,6/23/2018,5.66
3114,2/24/2018,10/21/2017,14.07
3115,1/23/2018,11/1/2017,2.24
3116,10/23/2018,4/26/2019,0.77
3117,1/7/2018,9/1/2018,13.36
3118,11/5/2018,8/29/2017,5.53
3119,1/6/2018,12/4/2018,19.63
3120,8/22/2018,6/28/2017,15.12
3121,4/7/2018,1/4/2018,10.13
3122,6/8/2018,11/26/2018,14.57
3123,6/1/2018,9/12/2018,19.67
3124,4/7/2018,11/11/2017,14.83
3125,7/17/2018,9/8/2017,4.98
3126,4/12/2018,9/18/2018,2.21
3127,6/12/2018,1/21/2019,4.77
3128,11/7/2018,5/4/2019,17.91
3129,4/11/2018,2/14/2018,9.61
3130,6/20/2018,1/28/2018,0.81
3131,10/28/2018,6/26/2017,4.81
3132,6/24/2018,3/14/2019,9.48
3133,6/10/2018,11/24/2017,10.26
3134,4/26/2018,5/24/2017,18.58
3135,4/23/2018,7/26/2017,12.32
3136,4/4/2018,1/17/2018,3.50
3137,10/5/2018,4/27/2018,3.57
3138,4/27/2018,9/5/2017,10.58
3139,1/22/2018,5/6/2019,14.09
3140,9/14/2018,11/18/2018,4.00
3141,6/11/2018,4/28/2019,7.36
3142,7/5/2018,4/5/2018,0.54
3143,10/16/2018,12/27/2018,3.47
3144,4/14/2018,8/1/2017,5.17
3145,8/20/2018,6/18/2018,19.54
3146,9/25/2018,8/24/2017,4.17
3147,3/1/2018,6/24/2017,9.06
3148,9/7/2018,1/26/2019,11.89
3149,10/24/2018,9/18/2018,7.74
3150,9/23/2018,5/12/2019,6.72
3151,7/19/2018,12/18/2018,16.22
3152,11/13/2018,12/8/2017,5.82
3153,9/1/2018,11/25/2017,16.67
3154,2/5/2018,12/18/2017,16.03
3155,6/20/2018,12/15/2018,16.25
3156,5/17/2018,5/11/2019,13.46
3157,11/21/2018,8/12/2017,1.22
3158,1/17/2018,12/30/2017,19.36
3159,5/20/2018,11/28/2017,16.14
3160,11/6/2018,6/28/2017,1.49
3161,5/14/2018,10/15/2017,4.57
3162,9/23/2018,6/22/2017,17.33
3163,2/20/2018,12/20/2017,3.27
3164,1/23/2018,4/18/2019,7.83
3165,2/26/2018,1/22/2018,6.61
3166,1/8/2018,1/28/2018,5.89
3167,7/19/2018,5/23/2018,7.90
3168,1/5/2018,9/14/2017,11.98
3169,7/20/2018,11/19/2017,2.21
3170,8/20/2018,11/5/2017,15.97
3171,2/27/2018,8/4/2018,11.07
3172,9/13/2018,12/16/2017,13.46
3173,1/7/2018,10/15/2017,16.31
3174,6/22/2018,1/3/2019,19.40
3175,1/3/2018,4/10/2018,4.66
3176,7/3/2018,4/18/2019,4.87
3177,3/28/2018,7/1/2018,9.88
3178,1/3/2018,4/15/2018,14.45
3179,1/26/2018,11/24/2018,12.06
3180,8/1/2018,9/2/2017,9.94
3181,7/14/2018,9/14/2018,17.28
3182,6/21/2018,12/20/2018,9.26
3183,4/15/2018,11/16/2017,2.05
3184,7/8/2018,2/10/2019,9.94
3185,8/12/2018,6/23/2018,5.23
3186,1/16/2018,8/22/2018,1.92
3187,6/3/2018,10/24/2018,18.40
3188,4/21/2018,7/27/2018,17.03
3189,1/31/2018,5/27/2017,2.03
3190,1/21/2018,5/8/2018,13.37
3191,8/12/2018,3/12/2019,12.75
3192,8/10/2018,1/20/2019,15.20
3193,3/28/2018,1/28/2018,1.05
3194,2/5/2018,2/9/2018,19.43
3195,1/22/2018,2/16/2018,14.80
3196,7/29/2018,8/13/2017,10.84
3197,11/13/2018,9/2/2018,13.56
3198,7/20/2018,8/30/2017,9.66
3199,3/24/2018,3/26/2018,7.61
3200,3/3/2018,5/3/2018,14.13
3201,8/9/2018,10/15/2017,6.93
3202,10/13/2018,7/31/2018,3.58
3203,9/25/2018,2/23/2018,17.51
3204,11/1/2018,5/15/2019,1.40
3205,9/21/2018,11/21/2018,10.40
3206,6/22/2018,1/10/2018,15.87
3207,3/11/2018,5/28/2017,17.26
3208,4/9/2018,12/19/2018,6.98
3209,5/14/2018,5/18/2017,0.49
3210,11/24/2018,10/10/2017,9.38
3211,3/21/2018,8/7/2017,7.38
3212,11/4/2018,5/1/2018,15.86
3213,3/2/2018,12/8/2017,11.68
3214,9/19/2018,11/12/2018,7.46
3215,10/10/2018,7/13/2018,14.93
3216,6/22/2018,10/13/2017,0.60
3217,11/14/2018,7/31/2018,1.06
3218,4/28/2018,6/2/2017,16.60
3219,5/20/2018,9/13/2017,14.25
3220,4/26/2018,5/24/2018,1.46
3221,1/4/2018,7/14/2018,11.71
3222,10/2/2018,10/3/2017,10.78
3223,4/15/2018,10/27/2018,16.22
3224,9/22/2018,7/24/2018,0.47
3225,8/15/2018,3/30/2018,11.57
3226,4/16/2018,9/3/2017,18.54
3227,8/2/2018,3/17/2019,16.12
3228,5/31/2018,8/2/2017,7.20
3229,6/23/2018,3/9/2019,4.24
3230,8/31/2018,1/17/2019,2.90
3231,10/24/2018,8/19/2017,3.99
3232,2/26/2018,6/6/2017,8.48
3233,2/7/2018,3/6/2018,4.53
3234,10/7/2018,1/3/2018,2.18
3235,5/6/2018,7/11/2017,9.89
3236,11/2/2018,12/17/2018,1.45
3237,2/8/2018,9/10/2017,8.59
3238,9/24/2018,8/9/2017,10.04
3239,3/30/2018,8/13/2018,13.15
3240,7/11/2018,7/7/2017,1.99
3241,10/10/2018,7/22/2017,10.31
3242,3/3/2018,10/3/2017,0.07
3243,8/16/2018,6/4/2017,3.01
3244,5/28/2018,10/11/2017,4.39
3245,9/24/2018,4/28/2019,9.32
3246,2/19/2018,12/29/2017,17.49
3247,6/2/2018,2/12/2019,16.47
3248,3/21/2018,12/2/2017,5.31
3249,10/18/2018,2/10/2019,4.65
3250,5/9/2018,4/1/2019,9.69
3251,9/27/2018,7/20/2017,14.64
3252,11/17/2018,8/11/2018,12.23
3253,6/8/2018,7/18/2017,14.00
3254,10/15/2018,5/20/2018,15.26
3255,10/11/2018,10/3/2018,2.38
3256,1/13/2018,10/23/2017,18.79
3257,7/31/2018,12/7/2018,1.55
3258,8/30/2018,2/20/2018,9.21
3259,8/9/2018,4/23/2019,7.65
3260,11/28/2018,8/18/2018,15.14
3261,8/19/2018,9/6/2018,17.12
3262,2/12/2018,8/20/2017,15.41
3263,8/18/2018,6/27/2018,15.09
3264,6/11/2018,6/7/2018,13.92
3265,5/19/2018,6/10/2018,17.97
3266,10/4/2018,4/13/2018,0.89
3267,5/8/2018,8/25/2018,3.41
3268,7/29/2018,5/14/2019,17.48
3269,3/4/2018,11/27/2017,18.97
3270,1/26/2018,6/19/2018,12.63
3271,6/17/2018,1/28/2018,7.48
3272,7/21/2018,10/19/2018,10.34
3273,5/24/2018,1/24/2018,5.03
3274,8/7/2018,5/7/2019,8.40
3275,10/24/2018,2/9/2018,1.24
3276,2/26/2018,10/15/2017,2.20
3277,4/29/2018,1/10/2019,11.08
3278,7/25/2018,4/12/2018,17.88
3279,4/27/2018,2/7/2019,0.09
3280,3/14/2018,6/27/2017,12.36
3281,3/26/2018,8/20/2018,17.35
3282,10/14/2018,2/4/2019,10.89
3283,3/26/2018,2/9/2019,1.98
3284,10/29/2018,8/23/2018,8.33
3285,5/11/2018,11/5/2017,7.32
3286,1/3/2018,8/5/2017,2.54
3287,11/14/2018,4/8/2018,12.86
3288,5/31/2018,5/17/2018,4.38
3289,10/10/2018,5/1/2019,8.50
3290,1/24/2018,2/21/2018,4.22
3291,10/18/2018,2/11/2019,4.91
3292,3/29/2018,10/8/2018,17.95
3293,10/16/2018,12/23/2018,15.73
3294,9/16/2018,5/24/2018,17.49
3295,3/20/2018,11/11/2017,3.20
3296,8/21/2018,2/3/2018,14.87
3297,10/2/2018,8/29/2017,4.31
3298,7/26/2018,10/23/2018,17.93
3299,2/19/2018,6/14/2017,13.87
3300,4/13/2018,9/16/2018,6.49
3301,3/1/2018,7/19/2018,11.14
3302,7/11/2018,10/28/2018,8.92
3303,8/31/2018,5/23/2017,14.51
3304,4/11/2018,11/25/2018,0.37
3305,8/6/2018,12/25/2017,6.40
3306,3/25/2018,11/26/2018,17.44
3307,11/16/2018,1/20/2019,0.88
3308,7/17/2018,12/2/2017,1.89
3309,10/31/2018,11/27/2017,12.07
3310,5/27/2018,3/18/2018,14.11
3311,6/8/2018,1/3/2019,3.00
3312,10/6/2018,6/10/2018,16.34
3313,1/25/2018,4/7/2018,13.24
3314,2/12/2018,3/22/2018,10.79
3315,9/29/2018,11/9/2017,0.62
3316,1/24/2018,6/17/2017,19.38
3317,1/10/2018,2/21/2019,11.01
3318,2/26/2018,6/10/2018,14.07
3319,9/14/2018,9/24/2017,18.47
3320,5/6/2018,12/1/2018,14.69
3321,11/13/2018,4/14/2018,16.92
3322,5/13/2018,8/5/2018,14.41
3323,1/16/2018,8/27/2018,4.87
3324,8/18/2018,8/19/2017,11.85
3325,4/4/2018,7/15/2017,10.85
3326,1/10/2018,9/5/2018,7.34
3327,10/8/2018,11/9/2017,15.98
3328,7/22/2018,8/28/2017,0.79
3329,11/10/2018,1/24/2019,7.31
3330,2/12/2018,5/24/2017,14.19
3331,3/14/2018,11/15/2017,3.36
3332,2/19/2018,3/11/2018,2.49
3333,8/21/2018,2/2/2019,17.75
3334,1/20/2018,7/17/2018,3.00
3335,8/27/2018,9/17/2017,16.32
3336,4/8/2018,5/14/2018,14.24
3337,9/7/2018,1/2/2018,0.78
3338,2/6/2018,12/11/2018,6.59
3339,2/10/2018,4/18/2018,6.43
3340,9/29/2018,11/17/2017,13.19
3341,4/21/2018,10/20/2017,9.57
3342,6/16/2018,8/17/2017,19.37
3343,3/9/2018,4/27/2019,17.43
3344,8/17/2018,11/25/2017,7.07
3345,10/5/2018,3/31/2019,15.13
3346,10/7/2018,5/14/2019,1.61
3347,11/30/2018,3/2/2019,17.00
3348,11/15/2018,6/15/2018,13.47
3349,10/28/2018,7/26/2018,2.21
3350,8/26/2018,7/8/2017,16.13
3351,11/27/2018,9/25/2017,15.31
3352,11/28/2018,10/18/2018,8.49
3353,2/9/2018,12/19/2017,16.74
3354,7/13/2018,5/7/2018,11.48
3355,9/6/2018,10/21/2017,0.08
3356,2/2/2018,5/29/2017,9.53
3357,2/3/2018,11/2/2018,2.84
3358,6/25/2018,11/13/2018,8.16
3359,7/8/2018,8/31/2018,10.51
3360,5/18/2018,2/27/2018,1.11
3361,6/30/2018,6/28/2018,12.50
3362,8/11/2018,4/21/2019,8.60
3363,11/15/2018,3/27/2018,11.81
3364,3/1/2018,8/16/2018,4.72
3365,9/26/2018,1/26/2019,1.20
3366,11/14/2018,9/11/2017,15.62
3367,10/6/2018,1/14/2018,13.81
3368,4/1/2018,12/20/2018,15.72
3369,9/23/2018,2/2/2019,3.05
3370,11/4/2018,2/22/2019,13.83
3371,8/20/2018,4/2/2019,13.57
3372,7/25/2018,1/12/2019,20.00
3373,7/30/2018,2/26/2019,16.25
3374,5/28/2018,6/9/2017,8.28
3375,9/22/2018,4/5/2018,15.39
3376,4/12/2018,10/13/2017,7.22
3377,1/19/2018,8/25/2017,0.05
3378,3/18/2018,10/18/2017,3.05
3379,9/22/2018,4/10/2019,14.15
3380,9/2/2018,11/1/2017,9.60
3381,3/20/2018,9/16/2017,9.39
3382,7/20/2018,3/24/2018,9.98
3383,4/18/2018,1/2/2018,9.24
3384,9/16/2018,1/8/2019,4.14
3385,4/13/2018,6/22/2018,15.92
3386,2/8/2018,12/9/2017,7.78
3387,8/22/2018,8/11/2018,9.89
3388,4/22/2018,9/27/2018,6.27
3389,9/17/2018,8/22/2017,6.41
3390,3/23/2018,4/8/2018,14.14
3391,4/5/2018,7/23/2018,15.93
3392,11/1/2018,5/23/2017,2.52
3393,9/30/2018,9/1/2018,18.00
3394,6/14/2018,5/9/2019,18.62
3395,6/24/2018,5/16/2018,9.80
3396,6/17/2018,1/14/2018,5.35
3397,9/17/2018,4/5/2018,2.20
3398,2/22/2018,5/21/2017,11.10
3399,8/26/2018,5/21/2018,17.04
3400,2/18/2018,1/28/2019,18.00
3401,9/7/2018,9/4/2018,3.84
3402,4/1/2018,8/30/2018,5.23
3403,1/22/2018,7/3/2017,12.41
3404,6/23/2018,1/31/2018,9.64
3405,7/13/2018,12/3/2018,18.07
3406,10/11/2018,4/8/2019,3.52
3407,6/26/2018,1/10/2018,16.09
3408,5/9/2018,9/3/2018,6.66
3409,11/28/2018,7/3/2018,12.73
3410,10/31/2018,8/12/2017,13.33
3411,8/2/2018,10/3/2018,1.82
3412,11/27/2018,6/3/2018,4.52
3413,3/7/2018,10/1/2017,10.65
3414,1/27/2018,6/4/2017,17.53
3415,10/31/2018,11/9/2018,8.79
3416,6/22/2018,8/28/2017,13.21
3417,11/10/2018,11/10/2018,10.38
3418,6/4/2018,8/6/2018,6.42
3419,9/8/2018,8/28/2017,17.90
3420,11/8/2018,7/26/2018,1.68
3421,5/30/2018,1/16/2018,11.27
3422,9/20/2018,4/20/2018,5.40
3423,7/25/2018,4/11/2018,1.73
3424,11/16/2018,4/28/2019,7.85
3425,1/20/2018,8/12/2017,3.54
3426,4/13/2018,7/6/2017,11.48
3427,8/1/2018,1/1/2018,5.28
3428,10/12/2018,1/31/2018,9.91
3429,3/2/2018,3/28/2018,11.22
3430,11/6/2018,10/26/2017,5.91
3431,10/15/2018,10/5/2018,6.11
3432,2/19/2018,12/24/2017,8.60
3433,2/8/2018,1/30/2018,4.80
3434,11/27/2018,6/28/2017,17.28
3435,9/9/2018,7/13/2017,12.91
3436,8/9/2018,12/22/2018,11.95
3437,10/8/2018,8/17/2017,12.53
3438,1/14/2018,1/24/2019,19.96
3439,3/18/2018,8/26/2017,15.83
3440,1/14/2018,4/2/2018,7.31
3441,4/13/2018,2/16/2019,16.73
3442,4/10/2018,11/3/2018,7.95
3443,3/21/2018,5/19/2018,13.71
3444,10/24/2018,9/8/2018,8.70
3445,8/4/2018,6/17/2018,3.74
3446,3/28/2018,7/13/2017,11.14
3447,4/22/2018,1/21/2019,19.01
3448,2/5/2018,12/31/2017,4.00
3449,5/29/2018,4/15/2018,12.67
3450,6/7/2018,2/11/2018,4.01
3451,9/28/2018,8/28/2018,1.67
3452,7/15/2018,10/7/2018,13.58
3453,7/4/2018,6/13/2018,6.81
3454,7/24/2018,10/6/2017,6.44
3455,9/17/2018,7/24/2017,11.64
3456,7/8/2018,4/17/2018,12.36
3457,10/12/2018,6/30/2017,7.23
3458,8/16/2018,12/25/2018,3.14
3459,11/25/2018,11/19/2017,15.63
3460,3/10/2018,7/18/2018,17.10
3461,4/12/2018,4/18/2019,16.82
3462,8/10/2018,2/18/2018,0.17
3463,6/26/2018,6/11/2017,13.66
3464,6/6/2018,1/21/2019,14.58
3465,11/11/2018,4/26/2019,11.42
3466,9/14/2018,7/13/2018,6.05
3467,3/8/2018,2/2/2018,13.40
3468,7/13/2018,11/2/2017,15.31
3469,3/16/2018,3/3/2019,10.30
3470,6/14/2018,2/24/2018,12.14
3471,2/18/2018,1/20/2019,9.62
3472,4/8/2018,1/18/2019,5.01
3473,1/19/2018,3/11/2019,1.40
3474,8/3/2018,9/24/2017,7.60
3475,6/28/2018,5/26/2017,16.74
3476,11/24/2018,7/21/2017,5.51
3477,5/13/2018,4/29/2019,16.30
3478,5/2/2018,5/5/2018,6.36
3479,7/28/2018,3/23/2018,11.42
3480,4/25/2018,10/17/2017,18.64
3481,7/7/2018,2/22/2018,2.22
3482,2/5/2018,2/28/2019,12.64
3483,6/20/2018,4/22/2019,9.13
3484,3/18/2018,12/21/2018,18.19
3485,8/2/2018,1/5/2018,19.16
3486,11/13/2018,8/27/2017,11.39
3487,4/23/2018,5/15/2019,2.08
3488,5/26/2018,5/22/2017,2.22
3489,3/13/2018,10/1/2017,11.87
3490,4/27/2018,2/3/2019,6.23
3491,10/8/2018,10/29/2018,5.11
3492,6/28/2018,9/25/2017,15.19
3493,1/31/2018,11/2/2018,12.33
3494,6/10/2018,2/17/2018,11.41
3495,8/21/2018,1/21/2018,7.49
3496,6/8/2018,8/27/2017,3.61
3497,3/29/2018,8/20/2018,19.88
3498,3/23/2018,5/14/2018,17.87
3499,11/30/2018,2/2/2019,14.04
3500,8/26/2018,9/4/2017,16.93
3501,1/7/2018,11/15/2017,13.52
3502,11/21/2018,8/7/2018,1.09
3503,9/9/2018,9/19/2017,4.16
3504,2/3/2018,2/3/2019,17.76
3505,7/29/2018,7/11/2017,7.12
3506,5/5/2018,9/27/2017,6.54
3507,5/10/2018,3/25/2018,8.41
3508,2/2/2018,4/22/2018,17.19
3509,10/21/2018,12/16/2018,15.21
3510,11/29/2018,2/16/2018,15.27
3511,4/4/2018,6/11/2017,5.99
3512,1/30/2018,9/14/2018,14.04
3513,9/7/2018,3/17/2018,19.70
3514,6/9/2018,3/19/2019,1.48
3515,8/3/2018,8/22/2017,13.36
3516,7/19/2018,6/5/2018,10.53
3517,10/13/2018,6/2/2018,4.87
3518,7/3/2018,3/4/2018,2.26
3519,5/16/2018,8/3/2017,1.04
3520,8/10/2018,8/17/2018,5.31
3521,10/25/2018,1/2/2019,7.06
3522,6/16/2018,8/16/2017,9.01
3523,2/19/2018,10/21/2017,12.88
3524,1/8/2018,2/10/2018,15.95
3525,3/16/2018,6/24/2018,8.76
3526,5/3/2018,9/19/2017,11.08
3527,11/2/2018,6/15/2017,18.95
3528,2/19/2018,12/17/2018,12.51
3529,6/15/2018,5/28/2018,12.92
3530,9/8/2018,6/10/2017,19.98
3531,8/8/2018,8/11/2018,9.36
3532,6/6/2018,7/18/2018,19.24
3533,7/30/2018,10/10/2017,9.74
3534,3/8/2018,1/29/2019,4.12
3535,1/10/2018,4/14/2018,2.45
3536,7/12/2018,1/31/2018,5.08
3537,1/8/2018,9/19/2017,4.57
3538,3/26/2018,10/25/2017,10.10
3539,5/22/2018,9/21/2017,5.60
3540,8/17/2018,8/5/2017,1.99
3541,3/20/2018,10/13/2017,10.20
3542,1/13/2018,9/15/2018,10.71
3543,6/9/2018,2/25/2019,14.23
3544,8/5/2018,2/13/2019,16.86
3545,4/29/2018,7/6/2018,9.92
3546,7/14/2018,5/30/2018,13.28
3547,11/29/2018,6/30/2018,6.49
3548,8/14/2018,2/7/2018,0.65
3549,1/21/2018,9/3/2018,0.46
3550,6/29/2018,2/7/2019,10.30
3551,7/18/2018,11/17/2017,0.86
3552,2/10/2018,11/1/2017,12.49
3553,5/18/2018,4/13/2019,16.64
3554,4/2/2018,6/29/2017,11.41
3555,7/20/2018,1/24/2018,6.43
3556,2/1/2018,3/1/2019,0.39
3557,4/7/2018,7/23/2018,19.11
3558,4/16/2018,2/27/2019,10.53
3559,8/27/2018,6/22/2018,17.70
3560,1/23/2018,8/20/2017,11.30
3561,4/22/2018,8/15/2017,2.13
3562,6/30/2018,9/24/2018,16.09
3563,7/6/2018,6/25/2017,2.23
3564,6/20/2018,10/12/2017,5.10
3565,9/26/2018,9/10/2017,9.41
3566,11/12/2018,11/8/2018,3.32
3567,9/7/2018,8/14/2018,6.21
3568,7/9/2018,12/12/2017,2.33
3569,5/9/2018,12/10/2017,9.97
3570,4/4/2018,2/2/2018,2.42
3571,6/25/2018,1/28/2019,4.33
3572,1/5/2018,4/6/2019,12.39
3573,2/18/2018,4/1/2019,7.30
3574,6/19/2018,12/28/2018,16.05
3575,8/8/2018,4/17/2019,0.89
3576,7/6/2018,12/7/2017,7.29
3577,5/4/2018,1/9/2019,0.09
3578,4/6/2018,11/4/2018,7.52
3579,7/22/2018,11/11/2018,8.84
3580,9/7/2018,9/29/2018,6.21
3581,9/15/2018,8/6/2018,19.27
3582,10/7/2018,9/29/2018,3.67
3583,10/3/2018,1/24/2018,17.90
3584,11/17/2018,11/20/2018,17.51
3585,6/18/2018,5/26/2017,17.17
3586,9/7/2018,2/26/2018,11.76
3587,8/7/2018,1/2/2018,1.69
3588,8/3/2018,9/21/2017,3.43
3589,9/10/2018,9/10/2017,15.13
3590,4/16/2018,2/6/2019,16.78
3591,1/17/2018,6/11/2018,9.72
3592,1/3/2018,5/25/2017,18.79
3593,11/23/2018,2/17/2018,15.17
3594,5/15/2018,2/25/2018,3.69
3595,10/5/2018,8/19/2017,1.87
3596,9/20/2018,12/26/2018,16.96
3597,5/19/2018,1/5/2018,15.18
3598,2/28/2018,4/19/2019,16.96
3599,2/20/2018,2/20/2018,11.90
3600,3/29/2018,12/9/2017,15.32
3601,6/14/2018,10/12/2018,1.38
3602,9/18/2018,12/30/2018,18.03
3603,2/15/2018,3/23/2019,19.19
3604,9/21/2018,4/24/2018,4.72
3605,2/25/2018,8/14/2017,8.85
3606,3/20/2018,9/30/2017,19.46
3607,10/5/2018,7/22/2018,7.85
3608,9/15/2018,2/10/2019,14.95
3609,5/13/2018,4/20/2019,6.99
3610,5/29/2018,2/25/2019,12.51
3611,3/8/2018,7/12/2017,17.46
3612,4/15/2018,7/2/2017,18.45
3613,1/21/2018,3/10/2018,6.08
3614,8/2/2018,11/22/2018,0.65
3615,3/28/2018,9/27/2018,14.45
3616,9/7/2018,4/16/2018,3.53
3617,1/9/2018,1/8/2019,5.95
3618,2/4/2018,10/11/2017,14.04
3619,1/12/2018,1/19/2018,15.56
3620,1/26/2018,8/18/2018,0.59
3621,2/12/2018,1/31/2018,19.54
3622,2/8/2018,5/17/2018,9.06
3623,11/2/2018,2/21/2019,12.82
3624,10/17/2018,3/16/2019,10.87
3625,1/27/2018,4/11/2018,0.32
3626,9/30/2018,9/22/2018,17.93
3627,9/19/2018,9/24/2018,4.52
3628,10/31/2018,5/6/2019,5.46
3629,8/19/2018,5/20/2017,9.38
3630,7/25/2018,7/20/2017,11.31
3631,2/10/2018,3/12/2018,19.18
3632,8/2/2018,11/14/2017,2.63
3633,10/7/2018,3/14/2019,9.92
3634,3/4/2018,1/27/2018,18.20
3635,11/12/2018,11/11/2018,6.52
3636,8/28/2018,4/27/2018,11.32
3637,6/14/2018,5/15/2019,1.47
3638,7/16/2018,10/1/2018,1.20
3639,7/15/2018,10/18/2017,9.17
3640,3/19/2018,10/18/2018,5.47
3641,8/24/2018,4/3/2019,4.86
3642,7/25/2018,11/6/2018,17.35
3643,4/11/2018,11/12/2017,4.71
3644,11/23/2018,5/19/2018,0.64
3645,11/22/2018,6/28/2018,17.25
3646,9/25/2018,9/21/2017,12.92
3647,1/17/2018,2/19/2019,17.31
3648,8/6/2018,2/13/2018,6.47
3649,9/8/2018,3/14/2019,9.83
3650,2/14/2018,7/29/2018,15.21
3651,2/14/2018,8/2/2018,11.41
3652,5/9/2018,9/22/2017,12.93
3653,6/20/2018,9/25/2017,12.82
3654,5/18/2018,1/23/2018,7.35
3655,6/20/2018,4/8/2018,18.82
3656,6/16/2018,10/11/2018,7.42
3657,8/1/2018,5/22/2017,16.01
3658,11/2/2018,3/19/2018,11.12
3659,8/29/2018,1/13/2018,8.97
3660,9/22/2018,10/22/2018,0.16
3661,6/1/2018,3/7/2019,8.82
3662,11/8/2018,10/13/2018,8.74
3663,9/21/2018,10/29/2017,11.89
3664,10/8/2018,9/22/2018,18.07
3665,11/7/2018,6/18/2017,5.84
3666,1/27/2018,2/12/2018,14.49
3667,6/3/2018,5/3/2019,11.56
3668,6/8/2018,1/4/2019,15.63
3669,8/14/2018,1/3/2019,1.19
3670,1/6/2018,8/10/2018,12.96
3671,7/2/2018,2/10/2018,9.77
3672,9/10/2018,1/7/2019,14.41
3673,5/18/2018,6/26/2018,14.37
3674,2/28/2018,7/19/2017,6.59
3675,3/1/2018,4/2/2018,11.79
3676,7/1/2018,6/26/2018,2.77
3677,3/31/2018,7/30/2018,19.55
3678,9/16/2018,11/5/2017,19.81
3679,6/7/2018,1/15/2019,5.75
3680,2/15/2018,1/14/2018,13.70
3681,8/22/2018,6/2/2017,19.98
3682,6/20/2018,12/21/2017,5.81
3683,8/28/2018,3/20/2018,16.00
3684,10/17/2018,8/11/2017,18.31
3685,2/5/2018,11/8/2017,5.20
3686,2/24/2018,5/9/2019,12.10
3687,3/25/2018,8/9/2017,4.05
3688,10/5/2018,10/19/2018,0.45
3689,4/8/2018,1/23/2019,5.45
3690,8/12/2018,7/1/2017,3.29
3691,1/26/2018,2/12/2018,3.40
3692,8/9/2018,1/2/2019,2.77
3693,5/10/2018,2/20/2018,18.18
3694,7/11/2018,2/22/2018,4.94
3695,2/8/2018,12/20/2018,19.69
3696,9/24/2018,3/12/2019,17.25
3697,10/9/2018,1/14/2019,15.18
3698,8/20/2018,9/11/2018,19.96
3699,1/4/2018,2/20/2018,16.82
3700,8/18/2018,7/30/2017,0.10
3701,4/24/2018,5/16/2019,15.06
3702,4/3/2018,11/11/2017,12.75
3703,8/3/2018,5/14/2018,1.31
3704,5/27/2018,8/16/2018,4.72
3705,10/25/2018,6/22/2018,14.29
3706,1/27/2018,4/18/2018,6.56
3707,4/1/2018,8/15/2018,5.48
3708,1/9/2018,2/8/2019,8.93
3709,8/6/2018,11/6/2017,8.63
3710,7/14/2018,4/15/2018,2.35
3711,3/22/2018,12/4/2017,8.18
3712,7/29/2018,3/13/2019,4.70
3713,8/29/2018,3/11/2019,8.82
3714,6/29/2018,10/5/2018,10.76
3715,1/27/2018,5/25/2017,15.73
3716,10/3/2018,8/25/2018,6.77
3717,3/18/2018,8/30/2018,13.45
