ID,Datum oddaje,teza
2466,4/24/2019,3.10
2467,2/2/2019,10.32
2468,11/1/2018,2.56
2469,10/30/2018,8.29
2470,11/19/2017,8.03
2471,12/25/2018,9.17
2472,9/4/2017,6.25
2473,9/12/2018,5.89
2474,8/10/2017,18.17
2475,1/14/2018,8.83
2476,1/25/2018,2.65
2477,8/18/2018,14.30
2478,4/1/2018,5.06
2479,10/30/2018,0.25
2480,7/18/2018,5.40
2481,8/15/2017,15.64
2482,9/27/2017,9.14
2483,1/11/2018,3.32
2484,9/28/2017,7.27
2485,12/13/2018,5.94
2486,10/17/2018,5.69
2487,3/5/2019,8.43
2488,1/27/2019,10.32
2489,12/15/2018,6.54
2490,8/4/2018,10.31
2491,4/28/2019,4.37
2492,11/21/2017,5.01
2493,6/5/2018,2.57
2494,7/19/2018,0.82
2495,2/19/2019,10.14
2496,6/18/2017,7.08
2497,2/6/2019,13.37
2498,2/18/2019,2.50
2499,11/15/2017,10.63
2500,2/16/2018,7.12
2501,8/2/2018,14.48
2502,2/7/2018,10.57
2503,4/20/2019,9.01
2504,8/29/2018,1.31
2505,9/7/2017,2.75
2506,11/24/2018,14.74
2507,11/19/2018,13.06
2508,6/6/2017,2.28
2509,3/12/2018,2.56
2510,8/23/2017,2.76
2511,11/8/2017,9.39
2512,3/5/2018,16.89
2513,10/23/2018,4.05
2514,7/8/2018,12.30
2515,7/30/2018,7.38
2516,3/17/2019,9.34
2517,8/22/2017,0.65
2518,11/3/2018,11.17
2519,3/15/2018,14.41
2520,3/18/2019,2.99
2521,2/25/2018,11.37
2522,4/12/2018,15.94
2523,4/24/2018,4.68
2524,12/29/2017,3.15
2525,12/1/2017,12.19
2526,7/29/2018,19.23
2527,6/12/2018,16.41
2528,10/11/2018,6.52
2529,10/8/2018,6.78
2530,8/14/2017,17.42
2531,9/20/2018,4.29
2532,11/28/2018,13.67
2533,1/6/2018,2.60
2534,11/3/2018,6.90
2535,8/31/2017,9.41
2536,8/30/2018,19.38
2537,1/24/2019,8.43
2538,11/21/2017,14.63
2539,11/12/2017,4.79
2540,7/16/2018,2.68
2541,7/29/2017,16.10
2542,5/18/2017,12.72
2543,10/24/2017,18.12
2544,1/28/2019,2.82
2545,5/10/2019,7.46
2546,12/19/2017,0.03
2547,6/10/2017,7.36
2548,2/27/2019,15.63
2549,7/26/2017,16.37
2550,2/16/2019,17.19
2551,11/22/2018,17.44
2552,4/7/2018,7.52
2553,11/20/2018,13.06
2554,12/11/2018,15.19
2555,3/2/2019,16.49
2556,12/19/2018,3.25
2557,1/23/2018,5.26
2558,7/1/2017,4.92
2559,5/7/2019,15.58
2560,1/4/2018,7.53
2561,7/9/2017,17.93
2562,5/9/2019,2.05
2563,1/17/2019,12.35
2564,3/9/2018,18.40
2565,8/13/2018,17.15
2566,3/4/2019,10.72
2567,7/16/2018,1.63
2568,10/25/2017,6.60
2569,6/23/2018,8.53
2570,3/11/2018,9.26
2571,11/28/2017,4.59
2572,1/5/2019,0.67
2573,1/2/2019,4.08
2574,7/8/2017,8.16
2575,11/14/2018,5.91
2576,7/24/2017,11.02
2577,3/20/2019,0.20
2578,4/5/2019,3.88
2579,11/2/2018,4.66
2580,5/3/2019,16.34
2581,5/13/2018,4.73
2582,9/1/2017,11.57
2583,5/2/2018,2.17
2584,5/5/2018,19.37
2585,6/1/2018,6.38
2586,3/7/2018,4.89
2587,1/24/2018,11.65
2588,3/31/2019,1.89
2589,2/9/2019,1.79
2590,8/19/2018,4.67
2591,9/4/2018,7.21
2592,10/17/2018,14.93
2593,9/11/2017,5.02
2594,6/8/2017,19.41
2595,12/15/2017,12.97
2596,11/17/2018,5.31
2597,3/24/2018,2.84
2598,12/31/2018,5.53
2599,2/12/2018,9.54
2600,10/9/2017,5.42
2601,3/28/2019,3.87
2602,5/5/2019,12.91
2603,3/31/2018,7.04
2604,11/15/2017,13.06
2605,4/22/2019,2.84
2606,6/4/2017,4.47
2607,11/7/2017,3.48
2608,12/8/2017,13.56
2609,4/13/2019,11.15
2610,11/27/2018,2.53
2611,4/20/2018,1.03
2612,12/27/2018,8.69
2613,11/13/2017,9.44
2614,8/22/2017,9.59
2615,11/30/2018,7.02
2616,6/3/2018,16.62
2617,12/24/2018,5.41
2618,2/8/2019,19.61
2619,10/28/2017,8.28
2620,7/16/2018,12.31
2621,5/23/2017,11.71
2622,8/24/2017,7.61
2623,12/12/2017,19.63
2624,3/27/2018,14.81
2625,12/30/2017,13.22
2626,5/21/2018,17.43
2627,6/17/2018,4.03
2628,4/24/2018,4.18
2629,10/17/2018,13.26
2630,6/12/2018,7.58
2631,4/1/2018,16.67
2632,3/2/2018,19.80
2633,3/1/2018,19.82
2634,8/3/2018,11.64
2635,8/1/2018,6.30
2636,12/16/2017,0.38
2637,11/13/2018,14.78
2638,1/12/2019,1.67
2639,8/17/2017,9.15
2640,12/11/2018,6.80
2641,8/9/2018,17.51
2642,4/20/2019,0.41
2643,10/27/2018,5.99
2644,7/22/2018,16.53
2645,9/18/2018,17.68
2646,7/15/2017,18.27
2647,9/3/2018,17.36
2648,10/11/2018,12.39
2649,9/15/2018,0.54
2650,2/16/2019,7.89
2651,5/3/2018,13.90
2652,10/9/2017,7.50
2653,12/9/2017,13.46
2654,11/25/2018,0.10
2655,8/9/2018,8.69
2656,9/6/2018,1.58
2657,5/7/2018,0.18
2658,11/15/2017,0.01
2659,8/1/2018,16.93
2660,6/5/2018,13.91
2661,1/24/2019,11.32
2662,8/1/2017,1.28
2663,11/30/2018,7.58
2664,10/19/2018,1.11
2665,8/29/2017,6.23
2666,1/4/2018,0.50
2667,9/19/2017,9.57
2668,6/9/2017,7.95
2669,5/21/2018,1.64
2670,9/14/2017,6.08
2671,8/12/2017,0.36
2672,7/1/2018,0.59
2673,10/13/2018,0.83
2674,2/19/2019,19.97
2675,12/14/2018,12.24
2676,7/3/2017,19.82
2677,3/17/2018,14.41
2678,7/17/2017,19.41
2679,6/28/2017,0.44
2680,4/28/2019,19.41
2681,10/7/2018,17.75
2682,7/27/2017,15.74
2683,8/10/2018,3.38
2684,9/6/2018,0.63
2685,4/25/2018,16.10
2686,8/29/2017,3.24
2687,6/22/2017,15.08
2688,10/24/2018,19.01
2689,12/18/2017,10.02
2690,11/25/2018,3.41
2691,5/12/2018,12.53
2692,3/16/2018,12.73
2693,9/11/2018,10.73
2694,3/4/2018,15.55
2695,3/20/2018,0.74
2696,12/10/2018,1.72
2697,5/20/2017,12.19
2698,9/25/2017,12.46
2699,1/18/2019,6.72
2700,4/18/2019,3.78
2701,1/22/2019,2.33
2702,4/5/2018,11.41
2703,6/18/2017,1.38
2704,3/24/2019,9.85
2705,1/18/2019,6.83
2706,4/10/2018,17.51
2707,3/19/2018,10.29
2708,4/9/2018,13.64
2709,3/8/2019,12.71
2710,7/21/2018,5.07
2711,1/23/2018,0.09
2712,4/24/2018,16.98
2713,8/15/2017,15.10
2714,10/23/2017,13.65
2715,9/3/2018,6.25
2716,2/9/2019,19.63
2717,12/12/2017,0.55
2718,1/2/2019,15.97
2719,11/13/2018,14.91
2720,10/19/2018,10.46
2721,10/17/2017,9.35
2722,9/4/2017,12.52
2723,11/17/2018,10.08
2724,12/29/2018,9.63
2725,3/28/2018,9.96
2726,3/13/2018,6.79
2727,11/3/2018,1.83
2728,12/25/2017,15.03
2729,7/17/2018,10.08
2730,9/22/2018,2.13
2731,6/23/2018,18.68
2732,12/7/2018,1.29
2733,4/6/2019,11.09
2734,6/29/2018,6.58
2735,5/18/2018,4.03
2736,6/29/2017,18.83
2737,2/17/2018,10.93
2738,10/10/2018,3.23
2739,10/5/2018,12.02
2740,8/1/2018,4.66
2741,12/15/2017,9.54
2742,10/9/2017,11.01
2743,8/3/2018,1.29
2744,11/26/2018,19.49
2745,1/7/2018,8.17
2746,4/4/2019,2.41
2747,12/3/2017,19.26
2748,2/15/2019,0.46
2749,3/23/2018,2.88
2750,7/23/2018,19.07
2751,8/16/2018,12.08
2752,8/17/2018,6.67
2753,10/27/2018,5.84
2754,1/26/2018,13.40
2755,4/11/2018,4.97
2756,11/11/2017,13.85
2757,10/26/2018,1.26
2758,3/3/2018,17.63
2759,5/25/2018,16.37
2760,10/10/2018,14.28
2761,10/12/2018,18.22
2762,11/24/2017,1.60
2763,1/22/2018,1.42
2764,11/1/2018,19.45
2765,8/10/2017,16.48
2766,2/28/2018,7.96
2767,10/10/2018,15.66
2768,12/21/2018,19.53
2769,1/16/2019,8.34
2770,1/2/2019,19.03
2771,3/27/2019,2.51
2772,9/14/2018,8.76
2773,8/22/2017,19.01
2774,11/22/2018,4.22
2775,2/5/2018,7.41
2776,1/26/2019,10.57
2777,11/13/2017,11.85
2778,8/2/2018,18.13
2779,10/25/2018,6.12
2780,7/25/2017,19.77
2781,1/15/2018,14.82
2782,4/6/2018,11.51
2783,8/26/2017,3.95
2784,6/23/2017,17.40
2785,3/14/2018,3.35
2786,6/29/2018,17.52
2787,8/13/2017,18.03
2788,2/18/2018,19.78
2789,1/26/2019,2.99
2790,1/13/2018,2.99
2791,7/14/2018,9.52
2792,6/28/2017,19.07
2793,3/18/2018,13.22
2794,4/27/2019,6.15
2795,1/14/2018,15.56
2796,1/17/2018,15.67
2797,1/13/2018,8.94
2798,6/29/2017,12.45
2799,3/19/2019,7.19
2800,11/6/2017,2.00
2801,8/6/2018,8.18
2802,7/26/2017,1.69
2803,6/24/2017,8.25
2804,8/3/2017,10.85
2805,4/1/2019,6.66
2806,12/3/2018,6.83
2807,9/14/2018,17.77
2808,5/31/2018,18.30
2809,10/5/2018,8.70
2810,8/26/2017,4.06
2811,11/19/2018,12.31
2812,12/17/2018,3.51
2813,7/14/2018,18.03
2814,5/25/2017,1.89
2815,4/11/2019,0.15
2816,12/4/2018,2.55
2817,10/6/2017,2.04
2818,6/17/2018,1.21
2819,9/20/2017,8.22
2820,8/12/2018,6.51
2821,4/30/2019,17.92
2822,1/12/2019,17.70
2823,9/3/2017,11.07
2824,8/22/2018,0.99
2825,4/16/2019,0.49
2826,1/23/2018,11.56
2827,10/2/2017,7.11
2828,7/26/2017,17.94
2829,2/8/2018,1.57
2830,4/14/2018,12.14
2831,7/29/2017,12.39
2832,12/6/2018,4.64
2833,3/23/2019,0.83
2834,1/22/2019,1.79
2835,3/30/2018,18.70
2836,5/21/2017,4.01
2837,9/4/2017,14.11
2838,6/1/2017,4.76
2839,10/11/2017,0.19
2840,12/3/2017,3.43
2841,4/1/2019,5.89
2842,1/31/2018,15.56
2843,11/23/2017,17.02
2844,12/12/2018,3.42
2845,2/13/2019,14.02
2846,11/5/2018,16.30
2847,11/25/2017,1.30
2848,10/9/2018,9.94
2849,4/19/2018,7.17
2850,4/11/2018,6.01
2851,7/27/2018,12.82
2852,12/18/2017,9.06
2853,11/15/2017,0.32
2854,10/14/2018,12.21
2855,9/16/2018,13.58
2856,6/6/2017,10.80
2857,8/4/2017,19.34
2858,9/22/2018,0.71
2859,10/18/2017,14.74
2860,10/6/2017,7.15
2861,11/4/2017,8.67
2862,7/29/2018,11.35
2863,8/14/2017,13.61
2864,10/4/2017,17.92
2865,1/29/2018,11.27
2866,9/25/2017,13.78
2867,3/20/2019,13.52
2868,6/18/2018,16.92
2869,8/14/2017,15.01
2870,9/18/2018,6.34
2871,7/9/2018,19.45
2872,7/5/2017,11.69
2873,5/19/2017,6.84
2874,11/6/2018,11.85
2875,10/20/2018,7.30
2876,4/19/2018,15.82
2877,8/5/2018,16.76
2878,11/23/2018,0.95
2879,1/21/2018,15.86
2880,7/29/2017,3.81
2881,8/11/2017,7.14
2882,6/6/2017,7.69
2883,12/13/2018,8.32
2884,9/28/2018,18.67
2885,12/5/2017,3.39
2886,6/12/2018,12.03
2887,7/9/2017,16.28
2888,3/1/2019,13.77
2889,10/24/2017,7.34
2890,9/5/2018,11.40
2891,5/10/2018,6.81
2892,10/27/2017,8.52
2893,4/2/2018,9.44
2894,1/5/2018,11.55
2895,3/25/2018,11.89
2896,9/15/2017,10.62
2897,11/3/2018,2.14
2898,3/4/2018,10.73
2899,1/22/2018,14.65
2900,8/1/2017,4.74
2901,8/29/2018,9.36
2902,10/11/2017,3.27
2903,12/3/2017,9.99
2904,1/21/2018,15.82
2905,9/6/2018,7.93
2906,5/5/2019,18.02
2907,10/5/2017,4.58
2908,8/9/2018,2.93
2909,1/15/2019,13.26
2910,10/8/2018,16.71
2911,5/24/2017,7.41
2912,12/7/2017,19.57
2913,1/26/2019,16.82
2914,10/18/2017,16.44
2915,12/18/2018,14.70
2916,10/21/2018,17.72
2917,5/29/2017,13.30
2918,7/9/2017,16.18
2919,6/10/2018,18.15
2920,7/31/2017,7.07
2921,1/17/2018,1.90
2922,5/6/2018,9.40
2923,11/24/2017,6.80
2924,4/13/2018,3.51
2925,1/10/2018,6.26
2926,6/12/2017,17.14
2927,10/4/2017,1.40
2928,6/23/2018,4.91
2929,9/21/2017,13.16
2930,6/21/2018,16.85
2931,11/23/2018,19.56
2932,2/7/2018,2.43
2933,1/24/2019,7.67
2934,11/6/2018,15.54
2935,5/23/2017,18.44
2936,12/10/2018,6.52
2937,1/6/2018,12.46
2938,12/3/2018,0.30
2939,5/30/2017,17.49
2940,1/24/2019,7.82
2941,1/22/2018,1.53
2942,1/26/2018,16.17
2943,8/15/2017,9.42
2944,2/2/2019,17.53
2945,2/7/2018,5.80
2946,10/27/2018,17.13
2947,8/26/2018,9.30
2948,11/27/2017,11.34
2949,11/24/2018,13.18
2950,10/18/2018,6.97
2951,12/28/2018,18.02
2952,1/30/2018,18.38
2953,9/3/2017,13.46
2954,3/14/2019,16.97
2955,10/28/2018,0.44
2956,5/10/2018,6.73
2957,1/18/2019,10.17
2958,9/24/2018,4.98
2959,4/28/2018,7.87
2960,4/15/2018,10.56
2961,3/23/2019,2.57
2962,9/5/2018,19.63
2963,4/23/2019,14.67
2964,7/22/2018,3.11
2965,9/22/2018,17.92
2966,12/26/2018,13.84
2967,12/16/2018,0.39
2968,8/15/2018,4.06
2969,4/17/2019,18.48
2970,4/12/2018,10.80
2971,8/3/2018,3.63
2972,8/15/2017,11.24
2973,8/16/2018,10.68
2974,10/1/2017,18.74
2975,10/16/2017,9.87
2976,12/26/2017,4.25
2977,3/4/2018,0.18
2978,3/13/2018,12.13
2979,5/11/2018,1.00
2980,10/9/2018,4.62
2981,10/8/2017,15.03
2982,1/7/2018,6.31
2983,2/7/2018,9.02
2984,9/25/2017,10.75
2985,7/10/2018,11.51
2986,2/6/2018,1.92
2987,8/18/2018,3.26
2988,7/12/2018,9.20
2989,5/9/2018,1.49
2990,10/5/2018,4.33
2991,8/3/2018,7.18
2992,1/25/2018,5.87
2993,3/14/2019,14.79
2994,1/25/2018,8.78
2995,12/18/2017,0.20
2996,2/5/2018,18.75
2997,4/3/2018,12.83
2998,3/8/2018,19.42
2999,3/16/2019,9.63
3000,2/15/2018,15.88
3001,8/7/2017,4.47
3002,4/14/2018,4.21
3003,3/17/2018,16.54
3004,12/31/2017,11.99
3005,6/13/2017,8.55
3006,12/5/2018,2.77
3007,9/24/2017,17.83
3008,10/8/2018,7.34
3009,9/25/2018,14.81
3010,1/29/2018,11.65
3011,7/31/2017,1.83
3012,4/5/2018,18.02
3013,2/24/2019,18.48
3014,10/13/2017,2.16
3015,5/28/2017,2.65
3016,4/22/2018,17.23
3017,8/10/2017,10.43
3018,1/26/2018,10.41
3019,11/27/2018,9.48
3020,3/22/2018,3.71
3021,9/7/2017,14.44
3022,12/3/2018,11.43
3023,4/6/2018,13.61
3024,1/26/2019,3.49
3025,8/23/2017,11.83
3026,9/18/2018,16.03
3027,8/23/2018,14.66
3028,5/17/2019,7.21
3029,3/29/2019,14.66
3030,3/20/2019,4.08
3031,3/1/2018,3.03
3032,7/7/2017,3.68
3033,1/4/2019,5.25
3034,3/23/2018,16.96
3035,4/7/2018,8.91
3036,10/29/2018,9.74
3037,2/3/2018,0.26
3038,11/27/2018,2.74
3039,3/12/2019,17.17
3040,1/22/2019,2.44
3041,10/9/2017,15.84
3042,2/22/2019,15.86
3043,4/19/2018,1.43
3044,5/22/2018,15.61
3045,12/20/2017,17.91
3046,7/11/2018,16.65
3047,6/16/2018,16.03
3048,11/15/2017,11.49
3049,9/10/2017,16.41
3050,2/8/2019,4.13
3051,3/7/2018,8.77
3052,7/22/2018,8.83
3053,1/5/2019,16.89
3054,8/3/2018,9.00
3055,3/16/2018,9.73
3056,7/3/2017,4.56
3057,12/15/2018,3.48
3058,3/22/2019,18.95
3059,5/9/2018,10.71
3060,7/2/2017,3.60
3061,7/29/2018,6.01
3062,1/23/2019,15.18
3063,4/4/2018,0.68
3064,7/12/2018,7.16
3065,4/27/2018,8.76
3066,12/2/2018,12.45
3067,1/20/2019,16.58
3068,11/27/2017,5.15
3069,1/29/2018,13.42
3070,9/27/2018,7.94
3071,7/18/2017,11.21
3072,10/2/2018,14.95
3073,10/1/2017,19.24
3074,7/31/2018,18.95
3075,1/28/2018,3.27
3076,7/22/2017,6.26
3077,9/19/2018,7.67
3078,3/28/2018,18.51
3079,5/17/2018,17.97
3080,1/10/2019,11.93
3081,1/8/2018,16.39
3082,11/4/2017,13.61
3083,10/9/2018,6.50
3084,10/30/2017,11.83
3085,1/22/2019,14.04
3086,8/23/2018,0.77
3087,11/16/2017,4.29
3088,10/9/2018,8.63
3089,4/14/2019,14.69
3090,10/12/2017,12.85
3091,3/17/2019,0.96
3092,1/21/2019,3.37
3093,2/22/2019,13.74
3094,9/3/2017,15.35
3095,7/17/2017,8.08
3096,11/8/2018,8.75
3097,2/28/2018,19.33
3098,3/8/2018,5.84
3099,6/17/2017,8.58
3100,12/13/2017,13.53
3101,5/16/2019,10.54
3102,5/20/2017,0.76
3103,3/28/2019,8.08
3104,9/16/2017,0.65
3105,1/8/2019,9.35
3106,7/5/2017,14.21
3107,9/11/2018,11.14
3108,2/10/2018,7.01
3109,6/8/2018,7.20
3110,12/12/2017,6.06
3111,1/10/2018,16.21
3112,6/20/2018,11.19
3113,2/9/2019,15.90
3114,3/24/2019,5.42
3115,11/9/2018,19.84
3116,5/12/2018,6.36
3117,5/16/2018,19.71
3118,12/24/2017,14.87
3119,12/9/2017,3.00
3120,5/10/2019,7.37
3121,11/24/2018,7.93
3122,11/17/2017,12.51
3123,7/21/2018,18.57
3124,3/26/2019,14.82
3125,10/28/2018,3.20
3126,3/1/2018,15.43
3127,6/27/2017,3.03
3128,9/21/2018,4.69
3129,8/18/2018,5.07
3130,9/6/2018,2.68
3131,3/6/2018,3.34
3132,9/6/2018,6.47
3133,11/1/2017,18.02
3134,11/26/2017,6.53
3135,5/2/2019,5.57
3136,8/30/2018,3.87
3137,5/2/2018,19.58
3138,6/11/2017,3.92
3139,4/2/2019,11.04
3140,11/19/2017,0.17
3141,1/27/2018,5.09
3142,9/26/2017,4.24
3143,4/19/2018,16.63
3144,10/9/2017,16.32
3145,12/22/2017,7.60
3146,2/19/2019,17.10
3147,10/21/2017,11.59
3148,10/16/2018,6.53
3149,2/27/2019,16.80
3150,1/25/2018,15.42
3151,4/7/2018,7.76
3152,7/19/2018,12.86
3153,11/17/2017,7.18
3154,7/15/2018,8.00
3155,2/4/2019,0.60
3156,7/15/2017,16.65
3157,3/17/2018,9.23
3158,2/13/2018,2.87
3159,8/31/2017,9.53
3160,1/31/2019,15.87
3161,8/14/2017,19.47
3162,10/9/2018,16.27
3163,3/6/2019,14.52
3164,11/1/2017,14.92
3165,9/24/2018,2.47
3166,7/20/2017,17.72
3167,10/6/2017,3.82
3168,10/25/2018,18.87
3169,10/26/2018,19.78
3170,4/10/2018,17.73
3171,11/28/2018,18.58
3172,3/25/2019,2.93
3173,9/7/2018,0.57
3174,8/18/2018,18.59
3175,2/9/2019,19.52
3176,10/6/2018,10.12
3177,8/21/2018,14.45
3178,9/1/2017,7.02
3179,5/5/2019,9.87
3180,3/20/2018,16.87
3181,12/20/2017,7.07
3182,6/5/2017,19.01
3183,1/22/2018,13.28
3184,10/27/2017,11.12
3185,10/21/2017,14.60
3186,5/7/2019,8.37
3187,3/31/2019,12.88
3188,8/17/2018,2.58
3189,7/9/2018,7.62
3190,10/10/2017,19.16
3191,4/30/2018,13.94
3192,12/17/2018,18.75
3193,6/17/2017,12.27
3194,11/11/2017,9.16
3195,1/23/2018,3.39
3196,7/21/2018,16.66
3197,7/26/2017,9.14
3198,7/25/2017,16.45
3199,6/29/2017,3.07
3200,6/20/2017,9.56
3201,12/3/2017,6.39
3202,1/4/2019,13.81
3203,8/31/2018,18.83
3204,5/31/2018,10.75
3205,5/6/2019,0.37
3206,9/7/2017,13.31
3207,1/6/2018,13.86
3208,2/2/2018,17.86
3209,9/1/2018,2.61
3210,11/9/2017,2.27
3211,5/31/2017,14.22
3212,4/10/2018,13.93
3213,6/16/2018,17.39
3214,6/16/2017,4.97
3215,1/12/2019,16.60
3216,9/19/2018,4.73
3217,4/10/2019,2.29
3218,10/27/2017,2.84
3219,4/13/2018,0.72
3220,6/25/2017,18.27
3221,2/1/2019,8.41
3222,6/25/2017,10.23
3223,4/29/2019,5.69
3224,6/30/2018,6.05
3225,3/3/2018,19.74
3226,5/14/2019,12.45
3227,6/24/2018,11.62
3228,1/4/2019,5.47
3229,4/27/2018,7.69
3230,3/23/2019,12.03
3231,10/1/2017,8.50
3232,5/19/2018,7.10
3233,8/1/2018,14.28
3234,11/29/2018,13.85
3235,6/9/2018,4.31
3236,6/26/2017,16.66
3237,7/18/2017,9.46
3238,6/26/2018,8.83
3239,6/8/2017,18.22
3240,3/2/2019,15.49
3241,2/18/2019,14.52
3242,6/24/2018,12.18
3243,10/12/2018,3.01
3244,7/22/2017,0.02
3245,10/5/2018,3.38
3246,4/10/2018,17.02
3247,1/30/2019,11.90
3248,7/27/2017,8.94
3249,12/12/2017,12.33
3250,5/11/2019,18.81
3251,7/21/2018,10.25
3252,3/12/2018,16.26
3253,7/23/2017,13.97
3254,4/18/2018,0.95
3255,8/27/2017,1.82
3256,7/7/2018,13.34
3257,5/28/2018,0.80
3258,1/24/2019,2.75
3259,4/14/2018,2.67
3260,12/12/2017,4.30
3261,4/20/2018,6.56
3262,11/12/2017,1.95
3263,5/4/2018,2.68
3264,7/1/2018,19.71
3265,3/29/2018,16.06
3266,9/19/2017,17.06
3267,12/18/2017,14.14
3268,6/26/2018,19.97
3269,4/2/2018,17.06
3270,9/16/2017,16.25
3271,3/13/2018,7.02
3272,3/14/2018,8.58
3273,9/10/2018,9.07
3274,3/11/2018,18.26
3275,8/6/2018,0.43
3276,7/24/2017,8.85
3277,5/8/2019,0.71
3278,9/23/2018,16.15
3279,9/1/2018,7.85
3280,9/6/2017,10.68
3281,1/8/2019,1.94
3282,2/1/2019,0.07
3283,6/5/2018,9.64
3284,8/21/2017,16.86
3285,5/8/2018,12.19
3286,2/6/2019,9.09
3287,4/12/2018,0.94
3288,1/17/2019,7.28
3289,2/13/2019,15.79
3290,1/11/2019,7.88
3291,1/27/2019,14.91
3292,10/7/2017,18.69
3293,4/9/2018,4.75
3294,10/16/2018,0.86
3295,4/14/2018,0.69
3296,5/15/2019,6.04
3297,9/25/2018,13.71
3298,8/18/2018,17.82
3299,7/3/2017,13.76
3300,7/4/2017,13.18
3301,7/2/2018,17.89
3302,11/27/2017,4.50
3303,2/14/2018,3.02
3304,6/15/2017,0.13
3305,8/16/2017,4.31
3306,7/12/2017,13.57
3307,7/28/2017,15.76
3308,11/5/2017,19.23
3309,1/5/2019,7.26
3310,7/2/2018,16.23
3311,5/31/2018,12.97
3312,4/22/2018,0.53
3313,3/22/2019,5.65
3314,4/9/2018,16.29
3315,4/25/2018,12.65
3316,5/5/2018,8.18
3317,2/16/2019,11.80
3318,4/15/2018,0.26
3319,8/23/2018,0.78
3320,6/18/2018,16.48
3321,7/7/2017,17.40
3322,10/18/2018,19.33
3323,2/26/2019,13.41
3324,1/16/2018,2.93
3325,3/5/2019,6.04
3326,3/20/2018,12.90
3327,11/23/2017,12.96
3328,7/9/2018,10.31
3329,1/10/2018,5.65
3330,2/3/2018,4.85
3331,1/21/2019,0.71
3332,9/20/2017,12.36
3333,2/11/2019,1.96
3334,10/19/2017,14.67
3335,1/25/2018,18.21
3336,1/28/2018,14.93
3337,11/7/2017,4.94
3338,10/30/2017,9.49
3339,8/2/2017,7.75
3340,1/29/2018,6.97
3341,10/14/2018,4.98
3342,11/26/2017,18.14
3343,1/7/2019,0.94
3344,9/5/2018,8.72
3345,1/20/2019,6.12
3346,4/28/2019,6.59
3347,11/23/2017,1.30
3348,3/18/2018,15.20
3349,5/30/2018,8.29
3350,2/16/2018,0.45
3351,10/21/2018,12.74
3352,6/12/2018,6.68
3353,2/21/2018,2.91
3354,4/2/2018,16.55
3355,6/30/2018,15.13
3356,1/10/2018,6.15
3357,4/23/2018,13.13
3358,12/29/2017,12.80
3359,1/24/2018,10.43
3360,4/25/2018,7.68
3361,4/14/2019,7.00
3362,2/8/2018,16.63
3363,6/30/2017,15.97
3364,7/3/2017,19.71
3365,6/21/2017,12.69
3366,7/8/2017,11.48
3367,12/10/2017,10.37
3368,6/4/2018,5.64
3369,6/4/2018,4.72
3370,2/8/2018,14.35
3371,10/27/2017,14.64
3372,6/27/2018,11.22
3373,3/22/2018,9.42
3374,4/6/2018,7.03
3375,12/26/2018,16.62
3376,11/6/2017,5.04
3377,11/12/2018,17.40
3378,1/23/2018,13.65
3379,7/9/2018,13.11
3380,9/16/2018,15.77
3381,10/3/2018,3.43
3382,2/24/2018,4.53
3383,8/2/2018,16.26
3384,5/10/2019,15.39
3385,8/12/2017,10.19
3386,3/13/2019,18.70
3387,1/6/2018,5.47
3388,1/24/2018,4.88
3389,3/9/2018,12.64
3390,5/25/2018,10.78
3391,5/1/2019,3.06
3392,2/11/2018,19.13
3393,2/2/2018,19.33
3394,10/6/2017,6.14
3395,3/15/2019,10.55
3396,12/23/2017,12.61
3397,12/5/2018,12.66
3398,5/16/2019,10.23
3399,12/16/2018,9.41
3400,7/16/2018,4.16
3401,5/26/2018,14.33
3402,5/18/2017,0.73
3403,6/28/2017,11.92
3404,10/25/2018,14.82
3405,8/13/2017,10.23
3406,11/13/2017,12.76
3407,9/4/2018,3.28
3408,5/10/2018,0.44
3409,2/27/2019,16.44
3410,8/19/2018,4.49
3411,10/8/2017,0.79
3412,10/19/2018,17.91
3413,11/4/2017,16.18
3414,8/12/2017,16.49
3415,3/10/2018,9.44
3416,8/17/2018,17.86
3417,7/26/2018,19.07
3418,6/5/2017,4.21
3419,1/15/2019,1.79
3420,12/11/2017,1.20
3421,2/28/2018,2.43
3422,4/14/2018,13.85
3423,8/28/2018,13.69
3424,1/11/2018,14.10
3425,7/24/2017,18.39
3426,3/3/2018,10.86
3427,8/7/2018,9.18
3428,5/2/2018,6.87
3429,1/27/2018,17.62
3430,8/14/2018,17.47
3431,6/23/2017,7.25
3432,4/23/2019,10.61
3433,10/19/2018,14.66
3434,2/19/2018,6.76
3435,6/23/2018,14.32
3436,4/29/2018,13.68
3437,6/28/2017,10.01
3438,9/29/2017,1.28
3439,7/30/2018,19.29
3440,8/7/2017,15.73
3441,10/25/2018,2.26
3442,4/7/2018,6.57
3443,3/27/2019,6.55
3444,8/17/2017,13.49
3445,1/15/2019,8.15
3446,10/16/2017,15.84
3447,3/19/2018,15.87
3448,2/25/2018,15.07
3449,11/11/2017,4.47
3450,9/18/2017,10.35
3451,5/7/2019,2.65
3452,10/21/2017,18.51
3453,3/2/2019,17.40
3454,8/15/2018,12.65
3455,4/2/2019,16.29
3456,12/25/2018,7.22
3457,7/14/2017,14.87
3458,3/17/2019,0.48
3459,3/29/2019,9.63
3460,2/27/2018,16.85
3461,10/10/2017,8.61
3462,11/3/2017,12.22
3463,11/30/2017,5.61
3464,1/11/2019,19.36
